"#","Product","Link","Brand","Sellers","Variations","Price","Category","Rank","Est. Sales","Est. Revenue","Reviews","Rating","FBA"
"246","Liquid Blue Men's Tropical Reef T-Shirt","http://www.amazon.com//dp/B003YHN6HK","Visit the Liquid Blue Store","1","1","$20.26","Clothing, Shoes &amp; Jewelry","237,315","16","$324","220 ","4.6","-"
"247","Jurassic Park Boy's Bold T Rex Logo T-Shirt","http://www.amazon.com//dp/B06XHFMG7D","Brand: Jurassic Park","1","1","$18.25","Clothing, Shoes &amp; Jewelry","115,133","17","$310","448 ","4.7","-"
"248","Daddy's Homme Trump Shirt For Men Women and Kids T-Shirt","http://www.amazon.com//dp/B0FG5DJ5HK","Brand: Funny Trump Daddy's Home Tees Men Women '25","1","673","$13.99","Clothing, Shoes &amp; Jewelry","408,165","16","$224",,,"-"
"249","Kindergarten Level Begins First Day Of Kindergarten Gaming T-Shirt","http://www.amazon.com//dp/B0FFSGXPFX","Brand: First Day of Kindergarten Shirt","1","697","$13.99","Clothing, Shoes &amp; Jewelry","343,938","16","$224",,,"-"
"250","Transformers Boys' Little Short Sleeve Tee Shirt","http://www.amazon.com//dp/B007KH5ZOW","Visit the Transformers Store","1","1","$11.48","Clothing, Shoes &amp; Jewelry","196,097","16","$184","459 ","4.6","-"
"251","Soffe Men's Classic Raglan 3/4 Sleeve Baseball T-Shirt","http://www.amazon.com//dp/B016LMM1O8","Visit the Soffe Store","1","1","$12.99","Clothing, Shoes &amp; Jewelry","1,289,851","16","$208","74 ","3.9","-"
"253","Disney Lilo &amp; Stitch Is 3rd Grade Ready For This? Chest Logo T-Shirt","http://www.amazon.com//dp/B0CW2C1QL7","Visit the Disney Store","1","226","$22.99","Clothing, Shoes &amp; Jewelry","381,306","-","-","2 ","5.0","-"
"254","2 inches Take It Or Leave It T-Shirt","http://www.amazon.com//dp/B0F1XLGT6J","Brand: 2 inches Take It Or Leave It","1","266","$18.95","Clothing, Shoes &amp; Jewelry","558,710","16","$303",,,"-"
"255","Family Vacation Egypt 2025 Matching Summer Vacation 2025 T-Shirt","http://www.amazon.com//dp/B0F2GMLLBM","Brand: Matching Egypt Family Vacation Shirts 2025","1","245","$19.99","Clothing, Shoes &amp; Jewelry","614,055","16","$320",,,"-"
"257","The Real Gang Meet Up In Heaven Phil Funny Meme BBQ T-Shirt","http://www.amazon.com//dp/B0FDJZD144","Brand: The Real Gang Meet Up In Heaven Phil Funny Meme","1","396","$16.99","Clothing, Shoes &amp; Jewelry","734,311","16","$272",,,"-"
"258","Mama of the Birthday Boy Tractors Farm Trucks Family Party T-Shirt","http://www.amazon.com//dp/B0FCXZQG7H","Brand: Tractor 1st Birthday Tractor Family Matching Party","1","594","$14.99","Clothing, Shoes &amp; Jewelry","454,957","-","-",,,"-"
"259","It's My 5th Birthday Boy Gamer Creepin’ Into 5 Gamer Pixel T-Shirt","http://www.amazon.com//dp/B0F28DKGP4","Brand: It's My 5th Birthday Creepin’ Into 5 Gamer Pixel","1","339","$20.99","Clothing, Shoes &amp; Jewelry","323,131","16","$336",,,"-"
"260","Jurassic Park Isla Nublar Young Men's Short Sleeve Tee Shirt","http://www.amazon.com//dp/B07Q2BLC4M","Brand: Jurassic Park","1","1","$19.99","Clothing, Shoes &amp; Jewelry","322,842","-","-","11 ","3.8","-"
"261","Birthday Boy It's My 6th Birthday Bro 6 Year Old Gamer Pixel T-Shirt","http://www.amazon.com//dp/B0F3C8HPGG","Brand: Birthday Boy It's My Birthday Gamer Pixel Shirt","1","465","$17.99","Clothing, Shoes &amp; Jewelry","417,245","16","$288",,,"-"
"262","FORTNITE Kids' Victory Royale Logo T-Shirt","http://www.amazon.com//dp/B08WCK4J5N","Brand: FORTNITE","1","1","$21.99","Clothing, Shoes &amp; Jewelry","145,239","16","$352","55 ","4.6","-"
"263","No Hockey Today T-Shirt","http://www.amazon.com//dp/B0FG2S8BVC","Brand: No Hockey Today","1","540","$15.99","Clothing, Shoes &amp; Jewelry","613,533","16","$256",,,"-"
"264","Disney Lilo &amp; Stitch Resting Stitch Face T-Shirt","http://www.amazon.com//dp/B0B3542VX3","Visit the Disney Store","1","344","$22.99","Clothing, Shoes &amp; Jewelry","180,158","-","-","117 ","4.6","-"
"265","Sonic The Hedgehog 4th Birthday Epic Sonic Big Chest Logo T-Shirt","http://www.amazon.com//dp/B0DYQZGJGX","Visit the Sonic The Hedgehog Store","1","34","$22.99","Clothing, Shoes &amp; Jewelry","126,826","17","$391","10 ","4.3","-"
"266","Star Wars: Andor Worn Icon Logo T-Shirt","http://www.amazon.com//dp/B0B89NZ8SX","Visit the STAR WARS Store","1","81","$22.99","Clothing, Shoes &amp; Jewelry","132,569","17","$391","39 ","4.6","-"
"267","I Need Ibuprofen Funny Cat Meme Japanese Men Women T-Shirt","http://www.amazon.com//dp/B0FCLR5T4L","Brand: Sad Cat Meme Japanese Tees Co.","1","1","$14.99","Clothing, Shoes &amp; Jewelry","452,839","16","$240",,,"-"
"268","Disney Mickey Mouse Cowboy Costume Western Vintage Look T-Shirt","http://www.amazon.com//dp/B0F3FQ2VF7","Visit the Disney Store","1","614","$22.99","Clothing, Shoes &amp; Jewelry","143,529","-","-",,"5.0","-"
"269","Jurassic Park Retro Raptor Clever Girl T-Shirt","http://www.amazon.com//dp/B07K8CHW8T","Visit the Jurassic Park Store","1","252","$22.99","Clothing, Shoes &amp; Jewelry","257,701","-","-","160 ","4.7","-"
"270","Mario Kart Yoshi Toad &amp; Mario Vintage Race Line Up T-Shirt","http://www.amazon.com//dp/B0DJQ5L8WC","Brand: Super Mario","1","522","$22.99","Clothing, Shoes &amp; Jewelry","73,000","-","-","10 ","4.9","-"
"271","Level 2nd Grade Unlocked Back To School First Day Boy Kids T-Shirt","http://www.amazon.com//dp/B0CC5SJGCL","Brand: First Day Of School Kids Back To School","1","510","$15.99","Clothing, Shoes &amp; Jewelry","296,869","16","$256","4 ","4.6","-"
"272","Tires Valley Forge Automotive Officially Licensed T-Shirt","http://www.amazon.com//dp/B0FDGWZM7H","Brand: Netflix","1","66","$22.97","Clothing, Shoes &amp; Jewelry","236,113","-","-",,,"-"
"273","Star Wars Jawa Droid Repair Tatooine's Finest Disney+ T-Shirt","http://www.amazon.com//dp/B0845TSLN6","Visit the STAR WARS Store","1","364","$22.99","Clothing, Shoes &amp; Jewelry","90,020","-","-","497 ","4.8","-"
"274","Life is Good Women's Crusher Tee, Short Sleeve Cotton Graphic T-Shirts, Hibiscus Sail Flower","http://www.amazon.com//dp/B09D24XYMJ","Visit the Life is Good Store","1","1","$29.50","Clothing, Shoes &amp; Jewelry","97,308","17","$502","620 ","4.7","-"
"275","Star Wars Men's Alliance Emblem Logo T-Shirt","http://www.amazon.com//dp/B01L2V2VIO","Visit the STAR WARS Store","1","1","$15.47","Clothing, Shoes &amp; Jewelry","419,647","16","$248","405 ","4.3","-"
"276","MTV Men's Springbreak 94 Logo T-Shirt","http://www.amazon.com//dp/B071JPJVJ2","Visit the MTV Store","1","1","$14.71","Clothing, Shoes &amp; Jewelry","53,747","20","$294","452 ","4.6","-"
"277","Jurassic Park Logo Men's T-Shirt, Black, 3X-Large","http://www.amazon.com//dp/B01GCHAEHS","Brand: Jurassic Park","1","1","$14.23","Clothing, Shoes &amp; Jewelry","256,325","-","-","98 ","4.4","-"
"278","Columbia Men's Graphic T-Shirt","http://www.amazon.com//dp/B092YQ2V2C","Visit the Columbia Store","1","1","$19.25","Clothing, Shoes &amp; Jewelry","30,962","26","$501","32 ","4.6","-"
"279","JACK MEHOFF, We whack it so you don’t have to T-Shirt","http://www.amazon.com//dp/B0FGJFRJG7","Brand: Funny Lawn Mower Pun Joke Design","1","1","$16.99","Clothing, Shoes &amp; Jewelry","599,193","16","$272",,,"-"
"280","Liquid Blue Unisex-Adult Standard Grateful Vintage Seasons of The Dead Tie Dye Tee","http://www.amazon.com//dp/B07TGFMGP3","Visit the Liquid Blue Store","1","1","$25.31","Clothing, Shoes &amp; Jewelry","101,417","17","$430","178 ","4.5","-"
"281","Minecraft Group Shot Faces Collage T-Shirt","http://www.amazon.com//dp/B09ZYY2BYB","Visit the Minecraft Store","1","248","$22.99","Clothing, Shoes &amp; Jewelry","83,182","-","-","21 ","4.7","-"
"282","Star Wars Lando's Galactic Tour T-Shirt","http://www.amazon.com//dp/B07SLG821Z","Visit the STAR WARS Store","1","269","$22.99","Clothing, Shoes &amp; Jewelry","343,235","-","-","12 ","5.0","-"
"283","How To Bunt Don't Hit A Dinger Funny Baseball Softball T-Shirt","http://www.amazon.com//dp/B0BFFXH37Q","Brand: How To Bunt Don't Hit A Dinger Funny Baseball","1","535","$17.95","Clothing, Shoes &amp; Jewelry","447,440","-","-","10 ","4.9","-"
"284","straight is great T-Shirt","http://www.amazon.com//dp/B0D62XDP96","Brand: straight is great","1","1","$18.99","Clothing, Shoes &amp; Jewelry","625,634","16","$304",,,"-"
"285","Disney Lilo &amp; Stitch â€œBroâ€œ Brother Birthday Gift Family Trip T-Shirt","http://www.amazon.com//dp/B0F5BVS7N9","Visit the Disney Store","1","506","$22.99","Clothing, Shoes &amp; Jewelry","240,461","16","$368",,"5.0","-"
"286","Nintendo Men's T-Shirt","http://www.amazon.com//dp/B06Y31SYLW","Brand: Nintendo","1","1","$25.00","Clothing, Shoes &amp; Jewelry","75,197","18","$450","1,652 ","4.7","-"
"287","Star Wars Vintage Han Solo Smuggling Co. Poster Disney+ T-Shirt","http://www.amazon.com//dp/B07S3YGP4M","Visit the STAR WARS Store","1","338","$22.99","Clothing, Shoes &amp; Jewelry","88,005","-","-","310 ","4.7","-"
"288","Disney Lilo &amp; Stitch I Was Left Unsupervised Retro Stripes T-Shirt","http://www.amazon.com//dp/B0DPJG6SBR","Visit the Disney Store","1","141","$22.99","Clothing, Shoes &amp; Jewelry","158,617","16","$368",,"5.0","-"
"289","Minecraft Group Shot Colored Box Up T-Shirt","http://www.amazon.com//dp/B093R368HR","Visit the Minecraft Store","1","279","$22.99","Clothing, Shoes &amp; Jewelry","87,821","-","-","400 ","4.7","-"
"290","Jurassic Park Isla Nublar 1993 Tour Poster T-Shirt","http://www.amazon.com//dp/B07G7YVLNS","Visit the Jurassic Park Store","1","258","$22.99","Clothing, Shoes &amp; Jewelry","105,146","-","-","217 ","4.7","-"
"291","STAR WARS Men's Dark Lord","http://www.amazon.com//dp/B01N3JK86A","Visit the STAR WARS Store","1","1","$29.99","Clothing, Shoes &amp; Jewelry","272,756","16","$480","42 ","4.5","-"
"292","Life is Good. Womens Crusher Vee Heart Of Hearts, Jet Black","http://www.amazon.com//dp/B07ZGB8K43","Visit the Life is Good Store","1","1","$29.50","Clothing, Shoes &amp; Jewelry","54,679","20","$590","15 ","4.5","-"
"293","Star Wars Logo Retro 90s Galaxy T-Shirt","http://www.amazon.com//dp/B07N74CRB9","Visit the STAR WARS Store","1","323","$22.99","Clothing, Shoes &amp; Jewelry","56,659","-","-","1,503 ","4.7","-"
"294","Disney Mickey Mouse and Friends Dad Father’s Day Birthday T-Shirt","http://www.amazon.com//dp/B0D7NLNWCH","Visit the Disney Store","1","448","$22.99","Clothing, Shoes &amp; Jewelry","98,268","-","-","24 ","4.4","-"
"295","Jeep Girl T-Shirt","http://www.amazon.com//dp/B09YWJCYQZ","Visit the Jeep Store","1","1","$24.99","Clothing, Shoes &amp; Jewelry","69,554","-","-","396 ","4.5","-"
"296","Marvel Men's Distressed Captain America Shield T-Shirt","http://www.amazon.com//dp/B0BVPXHF1L","Visit the Marvel Store","1","1","$18.99","Clothing, Shoes &amp; Jewelry","177,297","-","-","91 ","4.4","-"
"297","Disney Pixar Cars Dinoco Motor Oil Faded Sign T-Shirt","http://www.amazon.com//dp/B09DFC255F","Visit the Disney Store","1","257","$22.99","Clothing, Shoes &amp; Jewelry","92,129","17","$391","67 ","4.6","-"
"298","Just Here For The Fireworks couple Funny Fourth of July T-Shirt","http://www.amazon.com//dp/B0FDS89JCM","Brand: Just Here For The Fireworks Fourth of July Apparel","1","235","$17.98","Clothing, Shoes &amp; Jewelry","441,079","-","-",,,"-"
"299","STAR WARS T-Shirt New Tatooine","http://www.amazon.com//dp/B009I52LS2","Visit the STAR WARS Store","1","1","$13.27","Clothing, Shoes &amp; Jewelry","139,945","-","-","958 ","4.5","-"
"300","Life is Good. Womens Crusher Tee Horse, Darkest Blue","http://www.amazon.com//dp/B07ZG9NSTR","Visit the Life is Good Store","1","1","$23.60","Clothing, Shoes &amp; Jewelry","117,926","17","$401","181 ","4.7","-"
"301","Liquid Blue Men's All Mad Here T-Shirt","http://www.amazon.com//dp/B00OYH2MHY","Visit the Liquid Blue Store","1","1","$31.00","Clothing, Shoes &amp; Jewelry","246,037","16","$496","401 ","4.7","-"
"303","Jurassic Park Retro Raptor Clever Girl T-Shirt","http://www.amazon.com//dp/B07K8CHW8T","Visit the Jurassic Park Store","1","252","$22.99","Clothing, Shoes &amp; Jewelry","257,701","16","$368","160 ","4.7","-"
"304","Mario Kart Yoshi Toad &amp; Mario Vintage Race Line Up T-Shirt","http://www.amazon.com//dp/B0DJQ5L8WC","Brand: Super Mario","1","522","$22.99","Clothing, Shoes &amp; Jewelry","73,000","18","$414","10 ","4.9","-"
"305","4th of July Duck Firequacker Patriotic Fourth of July Funny T-Shirt","http://www.amazon.com//dp/B0D3SM14RL","Brand: Fourth of July Duck TShirt Women Men Kids Gift","1","396","$15.95","Clothing, Shoes &amp; Jewelry","36,258","24","$383","20 ","4.3","-"
"307","Tires Valley Forge Automotive Officially Licensed T-Shirt","http://www.amazon.com//dp/B0FDGWZM7H","Brand: Netflix","1","66","$22.97","Clothing, Shoes &amp; Jewelry","236,113","-","-",,,"-"
"308","Star Wars Jawa Droid Repair Tatooine's Finest Disney+ T-Shirt","http://www.amazon.com//dp/B0845TSLN6","Visit the STAR WARS Store","1","364","$22.99","Clothing, Shoes &amp; Jewelry","90,020","17","$391","497 ","4.8","-"
"309","Life is Good Women's Crusher Tee, Short Sleeve Cotton Graphic T-Shirts, Hibiscus Sail Flower","http://www.amazon.com//dp/B09D24XYMJ","Visit the Life is Good Store","1","1","$29.50","Clothing, Shoes &amp; Jewelry","97,308","17","$502","620 ","4.7","-"
"310","Star Wars Men's Alliance Emblem Logo T-Shirt","http://www.amazon.com//dp/B01L2V2VIO","Visit the STAR WARS Store","1","1","$15.47","Clothing, Shoes &amp; Jewelry","419,647","16","$248","405 ","4.3","-"
"311","MTV Men's Springbreak 94 Logo T-Shirt","http://www.amazon.com//dp/B071JPJVJ2","Visit the MTV Store","1","1","$14.71","Clothing, Shoes &amp; Jewelry","53,747","20","$294","452 ","4.6","-"
"312","Jurassic Park Logo Men's T-Shirt, Black, 3X-Large","http://www.amazon.com//dp/B01GCHAEHS","Brand: Jurassic Park","1","1","$14.23","Clothing, Shoes &amp; Jewelry","256,325","16","$228","98 ","4.4","-"
"313","Funny No Hockey Today T-Shirt","http://www.amazon.com//dp/B0FDKG6HQ6","Brand: Funny No Hockey Today Tee","1","347","$17.99","Clothing, Shoes &amp; Jewelry","510,085","16","$288",,,"-"
"314","Columbia Men's Graphic T-Shirt","http://www.amazon.com//dp/B092YQ2V2C","Visit the Columbia Store","1","1","$19.25","Clothing, Shoes &amp; Jewelry","30,962","26","$501","32 ","4.6","-"
"315","JACK MEHOFF, We whack it so you don’t have to T-Shirt","http://www.amazon.com//dp/B0FGJFRJG7","Brand: Funny Lawn Mower Pun Joke Design","1","1","$16.99","Clothing, Shoes &amp; Jewelry","599,193","16","$272",,,"-"
"316","Liquid Blue Unisex-Adult Standard Grateful Vintage Seasons of The Dead Tie Dye Tee","http://www.amazon.com//dp/B07TGFMGP3","Visit the Liquid Blue Store","1","1","$25.31","Clothing, Shoes &amp; Jewelry","101,417","17","$430","178 ","4.5","-"
"317","Minecraft Group Shot Faces Collage T-Shirt","http://www.amazon.com//dp/B09ZYY2BYB","Visit the Minecraft Store","1","248","$22.99","Clothing, Shoes &amp; Jewelry","83,182","18","$414","21 ","4.7","-"
"318","Star Wars Lando's Galactic Tour T-Shirt","http://www.amazon.com//dp/B07SLG821Z","Visit the STAR WARS Store","1","269","$22.99","Clothing, Shoes &amp; Jewelry","343,235","16","$368","12 ","5.0","-"
"319","How To Bunt Don't Hit A Dinger Funny Baseball Softball T-Shirt","http://www.amazon.com//dp/B0BFFXH37Q","Brand: How To Bunt Don't Hit A Dinger Funny Baseball","1","535","$17.95","Clothing, Shoes &amp; Jewelry","447,440","16","$287","10 ","4.9","-"
"320","Mama Dada Mini 4th of July American Family Matching Tees T-Shirt","http://www.amazon.com//dp/B0D3V4S22Z","Brand: Xamic","1","425","$13.38","Clothing, Shoes &amp; Jewelry","56,696","19","$254","28 ","4.4","-"
"321","straight is great T-Shirt","http://www.amazon.com//dp/B0D62XDP96","Brand: straight is great","1","1","$18.99","Clothing, Shoes &amp; Jewelry","625,634","16","$304",,,"-"
"322","Disney Lilo &amp; Stitch â€œBroâ€œ Brother Birthday Gift Family Trip T-Shirt","http://www.amazon.com//dp/B0F5BVS7N9","Visit the Disney Store","1","506","$22.99","Clothing, Shoes &amp; Jewelry","240,461","16","$368",,"5.0","-"
"323","Nintendo Men's T-Shirt","http://www.amazon.com//dp/B06Y31SYLW","Brand: Nintendo","1","1","$25.00","Clothing, Shoes &amp; Jewelry","75,199","18","$450","1,652 ","4.7","-"
"324","Star Wars Vintage Han Solo Smuggling Co. Poster Disney+ T-Shirt","http://www.amazon.com//dp/B07S3YGP4M","Visit the STAR WARS Store","1","338","$22.99","Clothing, Shoes &amp; Jewelry","88,005","17","$391","310 ","4.7","-"
"325","Kawaii Ninja Cat Riding Dinosaur American Flag Patriotic Women Kids Men T-Shirt","http://www.amazon.com//dp/B0D35B73WL","Brand: Vintage Samurai Cute Cat Lover 4th of July 2025","1","396","$15.99","Clothing, Shoes &amp; Jewelry","461,515","16","$256",,,"-"
"326","Disney Lilo &amp; Stitch I Was Left Unsupervised Retro Stripes T-Shirt","http://www.amazon.com//dp/B0DPJG6SBR","Visit the Disney Store","1","141","$22.99","Clothing, Shoes &amp; Jewelry","158,617","16","$368",,"5.0","-"
"327","Minecraft Group Shot Colored Box Up T-Shirt","http://www.amazon.com//dp/B093R368HR","Visit the Minecraft Store","1","279","$22.99","Clothing, Shoes &amp; Jewelry","87,821","17","$391","400 ","4.7","-"
"328","Jurassic Park Isla Nublar 1993 Tour Poster T-Shirt","http://www.amazon.com//dp/B07G7YVLNS","Visit the Jurassic Park Store","1","258","$22.99","Clothing, Shoes &amp; Jewelry","105,146","17","$391","217 ","4.7","-"
"329","STAR WARS Men's Dark Lord","http://www.amazon.com//dp/B01N3JK86A","Visit the STAR WARS Store","1","1","$29.99","Clothing, Shoes &amp; Jewelry","272,756","16","$480","42 ","4.5","-"
"330","Life is Good. Womens Crusher Vee Heart Of Hearts, Jet Black","http://www.amazon.com//dp/B07ZGB8K43","Visit the Life is Good Store","1","1","$29.50","Clothing, Shoes &amp; Jewelry","54,679","20","$590","15 ","4.5","-"
"331","Star Wars Logo Retro 90s Galaxy T-Shirt","http://www.amazon.com//dp/B07N74CRB9","Visit the STAR WARS Store","1","323","$22.99","Clothing, Shoes &amp; Jewelry","56,659","19","$437","1,503 ","4.7","-"
"332","Disney Mickey Mouse and Friends Dad Father’s Day Birthday T-Shirt","http://www.amazon.com//dp/B0D7NLNWCH","Visit the Disney Store","1","448","$22.99","Clothing, Shoes &amp; Jewelry","98,268","17","$391","24 ","4.4","-"
"333","Jeep Girl T-Shirt","http://www.amazon.com//dp/B09YWJCYQZ","Visit the Jeep Store","1","1","$24.99","Clothing, Shoes &amp; Jewelry","69,554","18","$450","396 ","4.5","-"
"334","Marvel Men's Distressed Captain America Shield T-Shirt","http://www.amazon.com//dp/B0BVPXHF1L","Visit the Marvel Store","1","1","$18.99","Clothing, Shoes &amp; Jewelry","177,297","16","$304","91 ","4.4","-"
"335","Disney Pixar Cars Dinoco Motor Oil Faded Sign T-Shirt","http://www.amazon.com//dp/B09DFC255F","Visit the Disney Store","1","257","$22.99","Clothing, Shoes &amp; Jewelry","92,129","17","$391","67 ","4.6","-"
"336","Just Here For The Fireworks couple Funny Fourth of July T-Shirt","http://www.amazon.com//dp/B0FDS89JCM","Brand: Just Here For The Fireworks Fourth of July Apparel","1","235","$17.98","Clothing, Shoes &amp; Jewelry","441,079","16","$288",,,"-"
"337","STAR WARS T-Shirt New Tatooine","http://www.amazon.com//dp/B009I52LS2","Visit the STAR WARS Store","1","1","$13.27","Clothing, Shoes &amp; Jewelry","139,945","16","$212","958 ","4.5","-"
"338","This Is My Pride Flag Trump 2024 American Flag 4th of July T-Shirt","http://www.amazon.com//dp/B0C5676YTL","Brand: This Is My Pride Flag Trump 2024 Patriotic Men","1","452","$18.99","Clothing, Shoes &amp; Jewelry","62,105","19","$361","28 ","4.0","-"
"339","LOVE Be Kind Compassion Equality USA American Flag Patriotic T-Shirt","http://www.amazon.com//dp/B09BNMCQ1S","Brand: Be Kind To Others American Flag","1","316","$13.38","Clothing, Shoes &amp; Jewelry","187,162","16","$214","6 ","3.5","-"
"340","Life is Good. Womens Crusher Tee Horse, Darkest Blue","http://www.amazon.com//dp/B07ZG9NSTR","Visit the Life is Good Store","1","1","$23.60","Clothing, Shoes &amp; Jewelry","117,926","17","$401","181 ","4.7","-"
"341","Liquid Blue Men's All Mad Here T-Shirt","http://www.amazon.com//dp/B00OYH2MHY","Visit the Liquid Blue Store","1","1","$31.00","Clothing, Shoes &amp; Jewelry","246,037","16","$496","401 ","4.7","-"
"342","Kids Hot Wheels It's My Birthday Confetti T-Shirt","http://www.amazon.com//dp/B0D6NYQS9F","Visit the Hot Wheels Store","1","1","$22.99","Clothing, Shoes &amp; Jewelry","61,584","19","$437","73 ","4.3","-"
"343","Disney Pixar Toy Story Cartoon Group Shot Graphic T-Shirt T-Shirt","http://www.amazon.com//dp/B07MT1WYXV","Visit the Disney Store","1","261","$22.99","Clothing, Shoes &amp; Jewelry","144,363","16","$368","1,222 ","4.7","-"
"344","Winnie The Pooh - Eeyore Could Be Worse Not Sure How T-Shirt","http://www.amazon.com//dp/B0D157T117","Visit the Disney Store","1","323","$22.99","Clothing, Shoes &amp; Jewelry","123,595","-","-","41 ","4.6","-"
"345","Star Wars Logo Kawaii Multi-Character T-Shirt","http://www.amazon.com//dp/B07N7318H1","Visit the STAR WARS Store","1","374","$22.99","Clothing, Shoes &amp; Jewelry","91,892","-","-","1,359 ","4.7","-"
"346","Minecraft Pink Axolotl Pond T-Shirt","http://www.amazon.com//dp/B09ZXQC9S6","Visit the Minecraft Store","1","333","$18.99","Clothing, Shoes &amp; Jewelry","56,425","-","-","314 ","4.6","-"
"347","Star Wars Rebel Alliance Rebellions are Built on Hope USA T-Shirt","http://www.amazon.com//dp/B0C5F4SM4L","Visit the STAR WARS Store","1","208","$22.99","Clothing, Shoes &amp; Jewelry","156,422","16","$368","15 ","4.6","-"
"348","Disney A Goofy Movie Powerline Tour '95 Retro Neon Poster T-Shirt","http://www.amazon.com//dp/B08HTD57YC","Visit the Disney Store","1","155","$22.99","Clothing, Shoes &amp; Jewelry","111,469","17","$391","499 ","4.8","-"
"349","Marvel Comics Punisher Skull Symbol Distressed T-Shirt","http://www.amazon.com//dp/B07KVJM5MM","Visit the Marvel Store","1","209","$22.99","Clothing, Shoes &amp; Jewelry","70,691","18","$414","1,239 ","4.7","-"
"350","Disney Mickey &amp; Friends 4th Of July USA Minnie &amp; Daisy Retro T-Shirt","http://www.amazon.com//dp/B0FBHQV6L5","Visit the Disney Store","1","177","$22.99","Clothing, Shoes &amp; Jewelry","358,363","16","$368",,"1.0","-"
"351","Jeep 1941 Vintage Logo - Officially Licensed T-Shirt","http://www.amazon.com//dp/B0C2JMNC49","Visit the Jeep Store","1","1","$24.99","Clothing, Shoes &amp; Jewelry","69,943","18","$450","71 ","4.8","-"
"353","Jeep 1941 Vintage Logo - Officially Licensed T-Shirt","http://www.amazon.com//dp/B0C2JMNC49","Visit the Jeep Store","1","1","$24.99","Clothing, Shoes &amp; Jewelry","69,943","18","$450","71 ","4.8","-"
"354","Disney Minnie Mouse Classic Pose T-Shirt","http://www.amazon.com//dp/B085M5KYL3","Visit the Disney Store","1","629","$22.99","Clothing, Shoes &amp; Jewelry","88,106","17","$391","436 ","4.4","-"
"355","Funny Benadryl Cat Weird Adult Humor Meme Women Men T-Shirt","http://www.amazon.com//dp/B0F5HTLBSZ","Brand: Benadryl cat shirt","1","226","$15.99","Clothing, Shoes &amp; Jewelry","215,344","16","$256","4 ","4.1","-"
"357","Matching Family Friends and Group Alaska Cruise 2025 T-Shirt","http://www.amazon.com//dp/B0F3VCCXKL","Brand: Alaska cruise family vacation t-shirts 2025","1","697","$15.99","Clothing, Shoes &amp; Jewelry","458,077","16","$256",,,"-"
"358","Life is Good Women's Crusher Graphic T-Shirt Watercolor Daisy Birds","http://www.amazon.com//dp/B08WFX9C9J","Visit the Life is Good Store","1","1","$29.50","Clothing, Shoes &amp; Jewelry","87,817","17","$502","286 ","4.7","-"
"359","Two Seater T-Shirt","http://www.amazon.com//dp/B0976J2NK8","Brand: Two Seater Shirt Two-Seater Shirt 2 Seater Shirt","1","326","$13.99","Clothing, Shoes &amp; Jewelry","292,280","16","$224","11 ","4.8","-"
"360","Venum Men's Classic","http://www.amazon.com//dp/B009D4ABKI","Visit the Venum Store","1","1","$29.99","Clothing, Shoes &amp; Jewelry","126,362","17","$510","2,412 ","4.6","-"
"361","4th Of July Funny Patriotic American Flag What Is Kilometer T-Shirt","http://www.amazon.com//dp/B0FB641QTW","Brand: Funny 4th Of July Patriotic American Gift","1","337","$16.96","Clothing, Shoes &amp; Jewelry","335,267","16","$271",,,"-"
"362","Star Wars Classic Anakin Skywalker Photo Collage Poster T-Shirt","http://www.amazon.com//dp/B0CBNHXV73","Visit the STAR WARS Store","1","295","$22.99","Clothing, Shoes &amp; Jewelry","94,220","17","$391","89 ","4.4","-"
"363","Happy 4th Of July 'MERICA TRUMP American Flag USA T-Shirt","http://www.amazon.com//dp/B0DX84M6SS","Brand: MERICA TRUMP American Flag USA Outfits","1","540","$19.95","Clothing, Shoes &amp; Jewelry","67,865","18","$359","7 ","4.3","-"
"364","Neurodiverse Universe Autism Awareness Understand Accept T-Shirt","http://www.amazon.com//dp/B0DSWN9WYT","Brand: Neurodiverse Universe Autism Awareness Understand","1","297","$18.99","Clothing, Shoes &amp; Jewelry","329,092","16","$304","3 ","5.0","-"
"365","Star Wars Classic Bright Neon Poster Art Disney+ T-Shirt","http://www.amazon.com//dp/B07PKDV3VB","Visit the STAR WARS Store","1","349","$22.99","Clothing, Shoes &amp; Jewelry","77,461","18","$414","656 ","4.6","-"
"366","Disney - Daisy Scribble T-Shirt","http://www.amazon.com//dp/B0DZ87ZRC7","Visit the Disney Store","1","1","$22.99","Clothing, Shoes &amp; Jewelry","262,524","16","$368","2 ","5.0","-"
"367","Kids Funny I Axolotl Questions Graphic T-Shirt","http://www.amazon.com//dp/B0F5QLMYM6","Brand: I Axolotl Questions Girl Teen Toddler Gifts Tees","1","1","$13.99","Clothing, Shoes &amp; Jewelry","151,749","16","$224","3 ","5.0","-"
"368","Star Wars Classic Epic Lightsabers Jedi Force Logo T-Shirt","http://www.amazon.com//dp/B0BX4HJW2F","Visit the STAR WARS Store","1","87","$22.99","Clothing, Shoes &amp; Jewelry","90,937","17","$391","120 ","4.8","-"
"369","Star Wars Revenge Of The Sith Movie Vintage Disney+ T-Shirt","http://www.amazon.com//dp/B07L9WQT7K","Visit the STAR WARS Store","1","338","$22.99","Clothing, Shoes &amp; Jewelry","90,813","17","$391","272 ","4.6","-"
