"#","Product","Link","Brand","Sellers","Variations","Price","Category","Rank","Est. Sales","Est. Revenue","Reviews","Rating","FBA"
"124","Funny Baseball Softball Season Apparel L7 Weenie T-Shirt","http://www.amazon.com//dp/B0FDT468MM","Brand: Humor L7 Weenie Funny Loser Hands L7 Vintage 90s","1","485","$16.99","Clothing, Shoes &amp; Jewelry","277,618","16","$272",,,"-"
"125","Columbia Mens Terminal Tackkle-Hoodie","http://www.amazon.com//dp/B07DQFGH74","Visit the Columbia Store","1","1","$45.00","Clothing, Shoes &amp; Jewelry","2,492","408","$18,360","6,763 ","4.7","-"
"126","Disney Lilo &amp; Stitch Aloha Hawaii Come Visit The Islands T-Shirt","http://www.amazon.com//dp/B08699ZTR1","Visit the Disney Store","1","216","$22.99","Clothing, Shoes &amp; Jewelry","95,312","17","$391","652 ","4.6","-"
"127","Disney Pixar Toy Story Pizza Planet Left Chest Logo T-Shirt","http://www.amazon.com//dp/B08JRF59BR","Visit the Disney Store","1","480","$23.99","Clothing, Shoes &amp; Jewelry","73,100","18","$432","173 ","4.7","-"
"128","This Is Bullsht Funny Cow Toilet Humorous Design Men Women T-Shirt","http://www.amazon.com//dp/B0FGCHJYLF","Brand: This Is Bullsht Shirt","1","409","$16.99","Clothing, Shoes &amp; Jewelry","348,548","16","$272",,,"-"
"129","Minecraft Creeper Big Face T-Shirt","http://www.amazon.com//dp/B093R41C6X","Visit the Minecraft Store","1","315","$18.99","Clothing, Shoes &amp; Jewelry","68,595","18","$342","324 ","4.6","-"
"130","Disney Lion King Hakuna Matata T-Shirt for Adults","http://www.amazon.com//dp/B073SVTP1K","Visit the Disney Store","1","1","$19.00","Clothing, Shoes &amp; Jewelry","60,967","19","$361","1,746 ","4.4","-"
"131","Pokémon - Pikachu Charmander Bulbasaur Squirtle Kanto Circle T-Shirt","http://www.amazon.com//dp/B0DBN56H54","Visit the Pokemon Store","1","27","$22.99","Clothing, Shoes &amp; Jewelry","104,568","17","$391","13 ","4.5","-"
"132","Disney Mickey &amp; Friends Mickey Mouse Vintage Portrait T-Shirt","http://www.amazon.com//dp/B08JRX28CS","Visit the Disney Store","1","204","$22.99","Clothing, Shoes &amp; Jewelry","68,192","18","$414","448 ","4.4","-"
"133","Disney Lilo &amp; Stitch Is 4th Grade Ready For This? Chest Logo T-Shirt","http://www.amazon.com//dp/B0CW1V89ZZ","Visit the Disney Store","1","274","$22.99","Clothing, Shoes &amp; Jewelry","236,439","16","$368","18 ","4.7","-"
"134","Disney Mickey And Friends Mickey Mouse Lean T-Shirt","http://www.amazon.com//dp/B082DYJF2Z","Visit the Disney Store","1","252","$22.99","Clothing, Shoes &amp; Jewelry","80,703","18","$414","1,544 ","4.7","-"
"135","Funny On my way to stir up some Unisex for Men, Women T-Shirt","http://www.amazon.com//dp/B0FGJHF6DJ","Brand: Ronni Calling","1","325","$20.99","Clothing, Shoes &amp; Jewelry","452,187","16","$336",,,"-"
"136","Disney Lilo &amp; Stitch â€œMomâ€œ Mother's Day Birthday Family Trip T-Shirt","http://www.amazon.com//dp/B0F5BXWVTZ","Visit the Disney Store","1","359","$22.99","Clothing, Shoes &amp; Jewelry","122,395","17","$391","3 ","5.0","-"
"137","Liberal 4th of July Subtle Message Resist Trump Patriotic T-Shirt","http://www.amazon.com//dp/B0FCMHLRTV","Brand: Funny 4th July Men Women Outfits 2025","1","294","$17.89","Clothing, Shoes &amp; Jewelry","146,426","16","$286",,"5.0","-"
"138","Liberty Justice For All Patriotic 4th Of July T-Shirt","http://www.amazon.com//dp/B0FC6G344P","Brand: Bold Liberty Wear","1","266","$19.99","Clothing, Shoes &amp; Jewelry","195,650","16","$320",,,"-"
"139","Superman #1 T-Shirt","http://www.amazon.com//dp/B07KSR2PD5","Brand: DC Comics","1","1","$19.99","Clothing, Shoes &amp; Jewelry","75,102","18","$360","29 ","4.3","-"
"140","Superman #57 Cover T Shirt T-Shirt","http://www.amazon.com//dp/B07KSRD2HB","Brand: DC Comics","1","1","$19.99","Clothing, Shoes &amp; Jewelry","97,359","17","$340","10 ","4.4","-"
"141","Star Wars Men's Epic Logo","http://www.amazon.com//dp/B01BFOHAO8","Visit the STAR WARS Store","1","1","$25.00","Clothing, Shoes &amp; Jewelry","58,358","19","$475","285 ","4.5","-"
"142","Hotter Than A Hoochie Trump Coochie Viral Trump Summer Vibes T-Shirt","http://www.amazon.com//dp/B0D8VNCTNK","Brand: Hotter Than A Hoochie Coochie Summer Vibes Outfit","1","1","$18.98","Clothing, Shoes &amp; Jewelry","54,901","20","$380","11 ","4.6","-"
"143","Miller Lite - Red, Lite, and Blue T-Shirt","http://www.amazon.com//dp/B0DNNLN9HR","Brand: Miller Lite","1","1","$22.99","Clothing, Shoes &amp; Jewelry","37,589","23","$529","5 ","3.3","-"
"144","Vintage Skibidi Best Dad No Cap Dad Rizz Funny Father's Day T-Shirt","http://www.amazon.com//dp/B0FBJWR7F8","Brand: Funny Father's Day Skibidi Dad No Cap tee","1","640","$17.99","Clothing, Shoes &amp; Jewelry","411,679","16","$288",,,"-"
"145","Funny Goose Fourth Of July Firequacker Independence Day Cute T-Shirt","http://www.amazon.com//dp/B0D78K6WLK","Brand: Goose Fourth Of July Firequacker Independence Day","1","269","$17.99","Clothing, Shoes &amp; Jewelry","157,549","16","$288","5 ","4.3","-"
"146","Hello Kitty American Flag Tee Shirt T-Shirt","http://www.amazon.com//dp/B07CG8MPVF","Visit the Hello Kitty Store","1","412","$19.99","Clothing, Shoes &amp; Jewelry","84,343","18","$360","133 ","4.8","-"
"147","Peanuts - Happy Thanksgiving Charlie Snoopy Woodstock T-Shirt","http://www.amazon.com//dp/B0C384TG9L","Brand: Peanuts","1","222","$22.99","Clothing, Shoes &amp; Jewelry","93,000","17","$391","164 ","4.7","-"
"148","Life is Good Women's Crusher Tee, Short Sleeve Cotton Graphic T-Shirts, Crescent Moon Daisies","http://www.amazon.com//dp/B08F9PFXJM","Visit the Life is Good Store","1","1","$29.50","Clothing, Shoes &amp; Jewelry","66,599","19","$561","3 ","4.6","-"
"149","Disney Men's Donald Duck Face T-Shirt","http://www.amazon.com//dp/B07G4XW546","Visit the Disney Store","1","1","$12.40","Clothing, Shoes &amp; Jewelry","70,700","18","$223","7,160 ","4.7","-"
"150","Jurassic Park Men's Retro Circle T-Shirt","http://www.amazon.com//dp/B098ZPVKDZ","Brand: Jurassic Park","1","1","$25.99","Clothing, Shoes &amp; Jewelry","129,243","17","$442","95 ","4.3","-"
"151","Disney Minnie Mouse Daydreaming Pose Cute Portrait T-Shirt","http://www.amazon.com//dp/B0C4M3L9V7","Visit the Disney Store","1","121","$22.99","Clothing, Shoes &amp; Jewelry","400,465","16","$368",,,"-"
"153","Girl Will be Girls Patriotic Feminist 4th of July Womens T-Shirt","http://www.amazon.com//dp/B0FC6FCKH4","Brand: Girl Will Be Girls 4th Of July Outfits","1","1","$16.89","Clothing, Shoes &amp; Jewelry","398,461","16","$270",,,"-"
"154","Coors Miller Lite Classic Design Front and Back T-Shirt","http://www.amazon.com//dp/B0BRYLPGPL","Brand: Coors","1","1","$22.99","Clothing, Shoes &amp; Jewelry","69,870","18","$414","73 ","4.4","-"
"155","Tres Leches Fever T-Shirt","http://www.amazon.com//dp/B0FGVMY2BP","Brand: Official Tees Tres Leches","1","494","$22.99","Clothing, Shoes &amp; Jewelry","265,464","16","$368",,,"-"
"157","Marvel Fantastic Four: First Steps Retro Invisible Woman T-Shirt","http://www.amazon.com//dp/B0FCN1PHH3","Visit the Marvel Store","1","614","$22.99","Clothing, Shoes &amp; Jewelry","311,097","16","$368",,,"-"
"158","Minecraft Group Shot Happy 6th Birthday T-Shirt","http://www.amazon.com//dp/B093R2C73G","Brand: Minecraft","1","232","$22.99","Clothing, Shoes &amp; Jewelry","71,382","18","$414","386 ","4.6","-"
"159","Jurassic Park Men's Classic Movie Logo T-Shirt","http://www.amazon.com//dp/B095FJZKKS","Visit the Fifth Sun Store","1","1","$15.40","Clothing, Shoes &amp; Jewelry","9,437","82","$1,263","8,734 ","4.6","-"
"160","System of a Down Unisex-Adult Liberty Bandit T-Shirt","http://www.amazon.com//dp/B0CHN97GVT","Brand: System of a Down","1","1","$25.00","Clothing, Shoes &amp; Jewelry","105,353","17","$425","73 ","4.8","-"
"161","Marvel Men's Avengers Comics Crew T-Shirt","http://www.amazon.com//dp/B0167X7V7S","Visit the Marvel Store","1","1","$13.81","Clothing, Shoes &amp; Jewelry","55,060","20","$276","1,147 ","4.6","-"
"162","Cars - Lightning McQueen Racing Tee T-Shirt","http://www.amazon.com//dp/B0DZD58JHR","Visit the Disney Store","1","355","$22.99","Clothing, Shoes &amp; Jewelry","129,459","17","$391","8 ","4.7","-"
"163","FEA Men's Tool Adult Short Sleeve T-Shirt","http://www.amazon.com//dp/B078GR7Q3H","Brand: FEA","1","1","$20.99","Clothing, Shoes &amp; Jewelry","26,019","29","$609","1,902 ","4.6","-"
"164","Coca-Cola Men's Coke Classic Vintage Logo T-shirt","http://www.amazon.com//dp/B007R1OJRA","Visit the Mad Engine Store","1","1","$13.87","Clothing, Shoes &amp; Jewelry","36,052","24","$333","5,899 ","4.6","-"
"165","DC Comics Superman Men's Man Of Steel Distressed Logo Adult Graphic Print T-Shirt","http://www.amazon.com//dp/B00C04EDQQ","Brand: DC Comics","1","1","$18.00","Clothing, Shoes &amp; Jewelry","39,109","23","$414","6,226 ","4.6","-"
"166","Disney Lilo &amp; Stitch Ohana Adorable Pose Floral Logo T-Shirt","http://www.amazon.com//dp/B0C2FYZ1WP","Visit the Disney Store","1","348","$22.99","Clothing, Shoes &amp; Jewelry","151,643","16","$368","65 ","4.6","-"
"167","Columbia Men's PFG Tamiami II UPF 40 Long Sleeve Fishing Shirt","http://www.amazon.com//dp/B07DQBYLXM","Visit the Columbia Store","1","293","$55.00","Clothing, Shoes &amp; Jewelry","3,081","326","$17,930","6 ","4.5","-"
"168","Minecraft Group Shot Happy 5th Birthday T-Shirt","http://www.amazon.com//dp/B093R8S11G","Brand: Minecraft","1","232","$22.99","Clothing, Shoes &amp; Jewelry","101,518","17","$391","200 ","4.7","-"
"169","Cricut T-Shirt Blank, Crew Neck","http://www.amazon.com//dp/B07TD9TN91","Visit the Cricut Store","1","1","$8.99","Clothing, Shoes &amp; Jewelry","92,072","17","$153","1,859 ","4.6","-"
"170","STAR WARS Men's Simplest Logo Graphic Long Sleeve Tee","http://www.amazon.com//dp/B0737BSQ17","Visit the Fifth Sun Store","1","1","$18.99","Clothing, Shoes &amp; Jewelry","54,580","20","$380","2,172 ","4.4","-"
"171","Funny Is A Kilometer Retro Patriotic American Freedom T-Shirt","http://www.amazon.com//dp/B0FF6CFM3S","Brand: Retro 4th Of July American Freedom Tee","1","215","$18.99","Clothing, Shoes &amp; Jewelry","152,373","16","$304",,"1.0","-"
"172","Star Wars Young Men's Words of Wisdom T-Shirt","http://www.amazon.com//dp/B00KRIR134","Visit the Fifth Sun Store","1","1","$19.99","Clothing, Shoes &amp; Jewelry","58,156","19","$380","17,034 ","4.7","-"
"173","Stop Pretending Your Racism is Patriotism 4th July US Flag T-Shirt","http://www.amazon.com//dp/B0FCS6H29C","Brand: Funny Men Women Outfits 2025","1","294","$15.89","Clothing, Shoes &amp; Jewelry","288,649","16","$254",,"4.0","-"
"174","Nintendo Men's Super Mario Running Retro Stripe T-Shirt","http://www.amazon.com//dp/B08BJFZTG1","Brand: Nintendo","1","1","$18.99","Clothing, Shoes &amp; Jewelry","54,216","20","$380","1,222 ","4.5","-"
"175","HOOEY Men's Graphic T-Shirt, Western Inspired Short-Sleeved Tees","http://www.amazon.com//dp/B0C8WDH1YK","Visit the HOOEY Store","1","1","$16.14","Clothing, Shoes &amp; Jewelry","97,657","17","$274","4 ","4.6","-"
"176","Columbia Men's Terminal Tackle Short","http://www.amazon.com//dp/B07DQF5VMQ","Visit the Columbia Store","1","352","$45.00","Clothing, Shoes &amp; Jewelry","1,406","660","$29,700","4 ","4.6","-"
"177","Nintendo Men's Super Mario Running Profile 1985 T-Shirt","http://www.amazon.com//dp/B08BJDYDNG","Brand: Nintendo","1","1","$25.99","Clothing, Shoes &amp; Jewelry","54,673","20","$520","408 ","4.5","-"
"178","Life is Good. Men's Adirondack Jake Chill Short Sleeve Crusher Tee, Vintage Blue","http://www.amazon.com//dp/B084T7W8FT","Visit the Life is Good Store","1","1","$20.71","Clothing, Shoes &amp; Jewelry","90,617","17","$352",,"4.7","-"
"179","Costa Del Ma mens Classic Emblem Tee","http://www.amazon.com//dp/B0CRBNJCZZ","Visit the Costa Del Ma Store","1","1","$20.00","Clothing, Shoes &amp; Jewelry","82,255","18","$360","52 ","4.0","-"
"180","Just A Dad Who Always Came Back With The Milk 2 Sided T-Shirt","http://www.amazon.com//dp/B0FBJX9QBQ","Brand: Just A Dad Who Always Came Back With The Milk","1","332","$22.99","Clothing, Shoes &amp; Jewelry","130,292","17","$391",,,"-"
"181","Fih Shoes Fish Funny Misspelled Fish Meme Fih Calling Humor T-Shirt","http://www.amazon.com//dp/B0FFSJB3FM","Brand: Funny Men Women Outfits 2025","1","432","$15.89","Clothing, Shoes &amp; Jewelry","280,861","16","$254",,,"-"
"182","Radicalized By Basic Decency Funny Democracy Women Men T-Shirt","http://www.amazon.com//dp/B0FBM83P4Y","Brand: Vintage Progressive Kindness Equality Activism Tee","1","377","$16.99","Clothing, Shoes &amp; Jewelry","232,695","16","$272",,,"-"
"183","You Don’t Have No Whistlin' Bungholes Funny July 4th of July T-Shirt","http://www.amazon.com//dp/B0F6MV5JDM","Brand: 4th Of July Apparel HUG","1","697","$18.99","Clothing, Shoes &amp; Jewelry","129,742","17","$323",,,"-"
"184","Jurassic Park Men's Classic Movie Logo T-Shirt","http://www.amazon.com//dp/B095G841PK","Brand: Fifth Sun","1","1","$25.99","Clothing, Shoes &amp; Jewelry","65,949","19","$494","803 ","4.6","-"
"185","Missionary So We Can Keep Arguing T-Shirt","http://www.amazon.com//dp/B0F92ZF9B6","Brand: AshBubble","1","1","$17.99","Clothing, Shoes &amp; Jewelry","266,333","16","$288",,,"-"
"186","Mens 4th of July Shirt Founding Daddy George Washington 1776 T-Shirt","http://www.amazon.com//dp/B0D7SG3FZH","Brand: 4th Of July Founding Daddy George Washington 1776","1","189","$17.89","Clothing, Shoes &amp; Jewelry","125,676","17","$304",,,"-"
"187","Backstreet Boys – Millenium Multi Color T-Shirt","http://www.amazon.com//dp/B0F1DPRY7K","Visit the Backstreet Boys Store","1","1","$24.99","Clothing, Shoes &amp; Jewelry","63,904","19","$475",,"5.0","-"
"188","Backstreet Boys – Millenium Pose 2025 White T-Shirt","http://www.amazon.com//dp/B0DWFHVNZ4","Visit the Backstreet Boys Store","1","1","$24.99","Clothing, Shoes &amp; Jewelry","45,855","21","$525","9 ","4.3","-"
"189","White Boy Of The Year T-Shirt","http://www.amazon.com//dp/B0DXNCQH1D","Brand: White Boy Of The Year Funny tee","1","491","$18.97","Clothing, Shoes &amp; Jewelry","203,405","16","$304","3 ","5.0","-"
"190","Jurassic Park Men's Officially Licensed Retro Park Graphic Tee","http://www.amazon.com//dp/B07BS3HVSV","Brand: Jurassic Park","1","1","$16.64","Clothing, Shoes &amp; Jewelry","169,220","16","$266","34 ","3.8","-"
"191","Disney Channel Games Logo T-Shirt","http://www.amazon.com//dp/B09MXCH5YZ","Visit the Disney Store","1","406","$22.99","Clothing, Shoes &amp; Jewelry","135,136","16","$368","87 ","4.7","-"
"192","Liquid Blue Men's Prism paint T-shirt, Tie Dye","http://www.amazon.com//dp/B01EGR8Q44","Visit the Liquid Blue Store","1","1","$16.61","Clothing, Shoes &amp; Jewelry","99,653","17","$282","553 ","4.7","-"
"193","Marvel Universe Grunge Fwip Young Men's Short Sleeve Tee Shirt","http://www.amazon.com//dp/B06XG7MLTY","Visit the Marvel Store","1","1","$17.53","Clothing, Shoes &amp; Jewelry","95,354","17","$298","97 ","4.4","-"
"194","Missionary So We Can Keep Arguing T-Shirt","http://www.amazon.com//dp/B0F92ZZ3Y3","Brand: AshBubble","1","201","$17.99","Clothing, Shoes &amp; Jewelry","265,846","16","$288",,,"-"
"195","STAR WARS Young Men's Darkside Pattern","http://www.amazon.com//dp/B0DXSN4JTP","Visit the STAR WARS Store","1","1","$39.99","Clothing, Shoes &amp; Jewelry","254,589","16","$640","9 ","4.8","-"
"196","Disney Men's Incredible Graphic T-Shirt","http://www.amazon.com//dp/B06XG746DW","Visit the Disney Store","1","1","$19.99","Clothing, Shoes &amp; Jewelry","119,776","17","$340","628 ","4.3","-"
"197","Coca-Cola Men's Eighties Coke Short Sleeve T-Shirt","http://www.amazon.com//dp/B071DJRYTR","Visit the Coca-Cola Store","1","1","$13.87","Clothing, Shoes &amp; Jewelry","72,118","18","$250","1,943 ","4.4","-"
"198","Rapiddominance Classic Military Tee","http://www.amazon.com//dp/B007JLDE24","Brand: Rapid Dominance","1","1","$17.34","Clothing, Shoes &amp; Jewelry","69,849","18","$312","1,936 ","4.7","-"
"199","Disney Men's Cars 3 Lightning McQueen Graphic T-Shirt","http://www.amazon.com//dp/B073SVR4FG","Visit the Disney Store","1","1","$19.00","Clothing, Shoes &amp; Jewelry","89,482","17","$323","442 ","4.6","-"
"200","Men's PFG Terminal Tackle Heather Long Sleeve Shirt","http://www.amazon.com//dp/B07DW121NM","Visit the Columbia Store","1","1","$45.00","Clothing, Shoes &amp; Jewelry","54,713","20","$900","1,233 ","4.6","-"
"201","What Is A Kilometer T-Shirt","http://www.amazon.com//dp/B0D82459CB","Brand: Wtf Is A Kilometer","1","40","$17.99","Clothing, Shoes &amp; Jewelry","167,774","16","$288",,,"-"
"203","Liquid Blue Unisex-Adult Ac/Dc Rock Eruption Short Sleeve T-Shirt","http://www.amazon.com//dp/B06XHPK814","Visit the Liquid Blue Store","1","1","$21.26","Clothing, Shoes &amp; Jewelry","127,658","17","$361","1,016 ","4.8","-"
"204","Liquid Blue Unisex-Adult Standard Grateful Dead Spiral Bears Blacklight T-Shirt","http://www.amazon.com//dp/B0851PR75H","Visit the Liquid Blue Store","1","1","$20.95","Clothing, Shoes &amp; Jewelry","90,864","17","$356","452 ","4.7","-"
"205","Life is Good Men's Stay Cool Vintage Crusher Tee, Heather Gray","http://www.amazon.com//dp/B084T8BDD9","Visit the Life is Good Store","1","1","$22.97","Clothing, Shoes &amp; Jewelry","114,503","17","$390","175 ","4.9","-"
"207","Funny 4th Of JuLy W.t.f Is A Kilometer T-Shirt","http://www.amazon.com//dp/B0FCLBQ9L8","Brand: Funny 4th Of JuLy W.t.f Is A Kilometer","1","256","$17.99","Clothing, Shoes &amp; Jewelry","246,698","16","$288",,,"-"
"208","Backstreet Boys - Millennium Cutout T-Shirt","http://www.amazon.com//dp/B08TK6HWHW","Visit the Backstreet Boys Store","1","1","$24.99","Clothing, Shoes &amp; Jewelry","34,754","24","$600","159 ","4.2","-"
"209","Marvel Men's Guardians of The Galaxy Groot Today I Feel Adult T-Shirt Tee","http://www.amazon.com//dp/B07MD4JRNC","Visit the Marvel Store","1","1","$14.59","Clothing, Shoes &amp; Jewelry","99,908","17","$248","1,389 ","4.7","-"
"210","They Call Me El Jefe Mexican Sugar Skull Cinco De Mayo T-Shirt","http://www.amazon.com//dp/B0BHQN2ZQG","Brand: Mexican Sugar Skull Cinco De Mayo","1","266","$16.99","Clothing, Shoes &amp; Jewelry","203,618","16","$272",,,"-"
"211","Pokemon Pokémon Pikachu Japanese Puzzle Power T-Shirt","http://www.amazon.com//dp/B07QQ33PW2","Visit the Pokemon Store","1","1","$13.54","Clothing, Shoes &amp; Jewelry","90,743","17","$230","741 ","4.6","-"
"212","Cowboy Western Country Cowgirl Outfit | Clever Girl Cowgirl T-Shirt","http://www.amazon.com//dp/B0F99XYKL4","Brand: Clever Girl Country Music Cowgirl Shirt Women Girl","1","1","$19.99","Clothing, Shoes &amp; Jewelry","183,365","16","$320",,,"-"
"213","Nintendo Men's Keep It Classic T-Shirt","http://www.amazon.com//dp/B06Y2CZHSG","Brand: Nintendo","1","1","$17.99","Clothing, Shoes &amp; Jewelry","46,199","21","$378","2,008 ","4.6","-"
"214","Funny Valley Forge Automotive T-Shirt, Small, Black","http://www.amazon.com//dp/B0D58LYRRV","Brand: Valley Forge Automotive Apparel","1","492","$16.99","Clothing, Shoes &amp; Jewelry","190,079","16","$272","5 ","4.7","-"
"215","Columbia Women's PFG Tidal Tee Hoodie, UV Protection, Moisture-Wicking","http://www.amazon.com//dp/B07RHQNSDQ","Visit the Columbia Store","1","1","$45.00","Clothing, Shoes &amp; Jewelry","99,454","17","$765","332 ","4.2","-"
"216","Nintendo Men's Fist Pump","http://www.amazon.com//dp/B088WDK3DX","Brand: Nintendo","1","1","$16.83","Clothing, Shoes &amp; Jewelry","134,103","16","$269","312 ","3.7","-"
"217","Carhartt Men's 100235 Flame-Resistant Force® Long Sleeve Cotton T-Shirt","http://www.amazon.com//dp/B00B4RN6YU","Visit the Carhartt Store","1","1","$74.99","Clothing, Shoes &amp; Jewelry","74,434","18","$1,350","1,054 ","4.7","-"
"218","Nickelodeon Boys' Blaze and Monster Machines 3 Pack T-Shirt Bundle","http://www.amazon.com//dp/B01MAUL6YP","Visit the Nickelodeon Store","1","1","$17.30","Clothing, Shoes &amp; Jewelry","41,565","22","$381","1,885 ","4.6","-"
"219","Master Baiter Bass Fishing Fisher Papa Dad Happy Fathers Day T-Shirt","http://www.amazon.com//dp/B0F4NMPH7P","Brand: Master Baiter Bass Fishing Fisher Dad Father's Day","1","327","$18.99","Clothing, Shoes &amp; Jewelry","268,880","16","$304",,,"-"
"220","KFG Keep F'N Going Military Style T-Shirt","http://www.amazon.com//dp/B0FGXT6RPY","Brand: KFG Keep F'N Going Tees Co.","1","344","$15.99",,,"-","-",,,"-"
"221","Marvel Deadpool Riding A Unicorn On A Rainbow T-Shirt","http://www.amazon.com//dp/B075JR5NLW","Visit the Marvel Store","1","1","$16.50","Clothing, Shoes &amp; Jewelry","115,945","17","$281","2,527 ","4.7","-"
"222","Liquid Blue Men's Skull Pile T-Shirt","http://www.amazon.com//dp/B003YHPD1C","Visit the Liquid Blue Store","1","1","$33.00","Clothing, Shoes &amp; Jewelry","230,484","16","$528","843 ","4.7","-"
"223","Chromakopia Tee","http://www.amazon.com//dp/B0F4Q4JF6T","Visit the Tyler, The Creator Store","1","1","$40.00","Clothing, Shoes &amp; Jewelry","46,047","21","$840","4 ","5.0","-"
"224","DC Comics Men's Batman Basic Logo Black T-Shirt","http://www.amazon.com//dp/B00JV2QR32","Brand: DC Comics","1","1","$17.95","Clothing, Shoes &amp; Jewelry","83,332","18","$323","5,850 ","4.5","-"
"225","Groovy Moonbeam Ice Cream Vintage For Men Women Kids T-Shirt","http://www.amazon.com//dp/B0FGD48GQ4","Brand: Groovy Moonbeam Ice Cream Vintage","1","341","$16.99","Clothing, Shoes &amp; Jewelry","452,188","16","$272",,,"-"
"226","Retro Rabbit Meme Death To Tyrants Funny Vintage 90s Design T-Shirt","http://www.amazon.com//dp/B0FFZBQTQS","Brand: Retro Rabbit Death To Tyrants Funny Vintage 90s","1","325","$16.95","Clothing, Shoes &amp; Jewelry","576,201","16","$271",,,"-"
"227","Liquid Blue Men's Big Bertha T-Shirt","http://www.amazon.com//dp/B002XYUGWI","Visit the Liquid Blue Store","1","1","$24.45","Clothing, Shoes &amp; Jewelry","94,402","17","$416","1,102 ","4.7","-"
"228","Liquid Blue Men's Standard Grateful Dead Steal Your Bertha T-Shirt","http://www.amazon.com//dp/B09V4XY1QM","Visit the Liquid Blue Store","1","1","$23.47","Clothing, Shoes &amp; Jewelry","162,974","16","$376","150 ","4.6","-"
"229","Told myself to stop drinking joke T-Shirt","http://www.amazon.com//dp/B0FF9ZZKCT","Brand: Funny alcoholic self joke design","1","1","$16.99","Clothing, Shoes &amp; Jewelry","563,625","16","$272",,,"-"
"230","Retro Rabbit Death To Tyrants Vintage 90s Funny Quote T-Shirt","http://www.amazon.com//dp/B0FGBT4N8W","Brand: Funny Rabbit Death To Tyrants","1","1","$15.99","Clothing, Shoes &amp; Jewelry","476,109","16","$256",,,"-"
"231","Fifth Sun Land Friends Before Time Short Sleeve Tee Shirt","http://www.amazon.com//dp/B0BCMKSH86","Visit the Fifth Sun Store","1","1","$18.24","Clothing, Shoes &amp; Jewelry","177,649","16","$292","60 ","4.7","-"
"232","GAP Favorite V-Neck Tee T-Shirt","http://www.amazon.com//dp/B09V4SBKD2","Visit the GAP Store","1","1","$19.99","Clothing, Shoes &amp; Jewelry","117,865","17","$340","124 ","4.0","-"
"233","'Twas the 'Tism M'Lord Funny Wizard Frog Witch T-Shirt","http://www.amazon.com//dp/B0FDQL1855","Brand: Wizard Frog Medieval Meme Funny Fantasy Quote","1","145","$14.99","Clothing, Shoes &amp; Jewelry","351,938","16","$240",,,"-"
"234","Harry Potter Men's Gryffindor Quidditch Seekert-Shirt","http://www.amazon.com//dp/B081R4JH92","Visit the Fifth Sun Store","1","1","$18.99","Clothing, Shoes &amp; Jewelry","56,237","19","$361","3,465 ","4.6","-"
"235","Backstreet Boys - Millennium Recolor T-Shirt","http://www.amazon.com//dp/B08TJYZPNF","Visit the Backstreet Boys Store","1","1","$24.99","Clothing, Shoes &amp; Jewelry","81,584","18","$450","52 ","4.5","-"
"236","Liquid Blue Men's Standard Grateful Dead 4th of July Wave That Flag 1987 Ss T-Shirt","http://www.amazon.com//dp/B07MSQBJ5F","Visit the Liquid Blue Store","1","1","$24.00","Clothing, Shoes &amp; Jewelry","85,959","18","$432","132 ","4.5","-"
"237","Retro Trump Hunting Deer Funny Beer Drinking Beer Hunting T-Shirt","http://www.amazon.com//dp/B0DT98D3SR","Brand: Trump Hunting Deer Funny Beer Drinking And Hunting","1","363","$16.99","Clothing, Shoes &amp; Jewelry","281,253","16","$272",,,"-"
"238","If You Say Funny I Love Heart Red Color for The Love of You T-Shirt","http://www.amazon.com//dp/B0D9K5GB6Q","Brand: Mens Womens If You Say I Love for The Love of You","1","1","$17.99","Clothing, Shoes &amp; Jewelry","350,363","16","$288",,,"-"
"239","Metallica Men's Standard Justice for All T-Shirt","http://www.amazon.com//dp/B076DLW21B","Visit the Metallica Store","1","1","$30.00","Clothing, Shoes &amp; Jewelry","43,682","21","$630","1,666 ","4.6","-"
"240","Blink If You Want Me Funny Saying Slogan Humor T-Shirt","http://www.amazon.com//dp/B0D322DM17","Visit the Threadrock Store","1","1","$17.99","Clothing, Shoes &amp; Jewelry","242,030","16","$288","2 ","5.0","-"
"241","Boy's Star Wars Starship Battle T-Shirt","http://www.amazon.com//dp/B074P5FNLS","Visit the STAR WARS Store","1","1","$16.99","Clothing, Shoes &amp; Jewelry","199,527","16","$272","125 ","3.9","-"
"242","Liquid Blue Men's Night Time Dive T-Shirt","http://www.amazon.com//dp/B01LF782LK","Visit the Liquid Blue Store","1","1","$15.86","Clothing, Shoes &amp; Jewelry","181,249","16","$254","252 ","4.5","-"
"243","Wait Until My Dad Hears About This Fathers Day Design T-Shirt","http://www.amazon.com//dp/B0FBBY644J","Brand: Hilarious Father’s Day Ouija Saying Alphabet Joke","1","425","$15.99","Clothing, Shoes &amp; Jewelry","625,988","16","$256",,,"-"
"244","DC Comics Kids' Batman, Superman, Justice League 3 Pack T-Shirt Bundle Set","http://www.amazon.com//dp/B09P2129NR","Brand: DC Comics","1","1","$22.27","Clothing, Shoes &amp; Jewelry","110,716","17","$379","60 ","4.4","-"
"245","Alex Caruso Mount Rushmore Shirt T-Shirt","http://www.amazon.com//dp/B0FFGZLNMR","Brand: Official Alex Caruso Mount Rushmore","1","251","$19.99","Clothing, Shoes &amp; Jewelry","591,500","16","$320",,,"-"
